"Character H-ID",s,"Family name","Given name(s)",Nickname,"Page First Mentioned",Gender,Number,Religion,"Religious attribution","Religious conversion",Vitality,"Cause of death",Non-human,"Country of birth","Text H-ID","Text RecordTitle",rec_Title
151,,Rasool,"Sheik Gulam",,125,Male,Single,Muslim,Nominal,,,,,,34,Tamas,"Rasool, Sheik Gulam in Tamas"
152,,Chaprasi,Unknown,,125,Male,Single,Unknown,,,,,,,34,Tamas,"Chaprasi, Unknown in Tamas"
164,,Dad,Mir,,125,Male,Single,Muslim,Nominal,,,,,,34,Tamas,"Dad, Mir in Tamas"
167,,"Deputy Commissioner",Richard,,27,Male,Single,Christian,Speculation,,,,,,34,Tamas,"Deputy Commissioner, Richard in Tamas"
168,,"Chaprasi's wife",Unknown,,125,Female,Single,Unknown,,,,,,,34,Tamas,"Chaprasi's wife, Unknown in Tamas"
169,,"Richard's wife",Liza,,27,Female,Single,Christian,Speculation,,,,,,34,Tamas,"Richard's wife, Liza in Tamas"
178,,"The Sanskrit-knowing Brahman in the congregation",Vanaprasthi,,41,Male,Single,Hindu,Definitional,,,,,India,34,Tamas,"The Sanskrit-knowing Brahman in the congregation, Vanaprasthi in Tamas"
185,,"Servant to Murad Ali",Nathu,,13,Male,Single,Unknown,,,,,,,34,Tamas,"Servant to Murad Ali, Nathu in Tamas"
186,,Deen,Noor,,121,Male,Single,Muslim,Nominal,,,,,,34,Tamas,"Deen, Noor in Tamas"
189,,Headman,Unknown,,125,Male,Single,Unknown,,,,,,,34,Tamas,"Headman, Unknown in Tamas"
191,,"Village women",Unknown,,58,Female,Group,Muslim,Definitional,,,,,,34,Tamas,"Village women, Unknown in Tamas"
205,,Sweet-Seller,Kubra,,58,Male,Single,Unknown,,,,,,,34,Tamas,"Sweet-Seller, Kubra in Tamas"
209,,"Deen, Richard & Liza's cook",Roshan,,29,Male,Single,Muslim,"Other-identified.Character other-attributed",,,,,,34,Tamas,"Deen, Richard & Liza's cook, Roshan in Tamas"
217,,"Bakhsh Brother 1",Unknown,,58,Male,Single,Muslim,Nominal,,,,,,34,Tamas,"Bakhsh Brother 1, Unknown in Tamas"
218,,"Richard's secretary","The secretary",,29,Male,Single,Hindu,"Other-identified.Character other-attributed",,,,,,34,Tamas,"Richard's secretary, The secretary in Tamas"
219,,"Committee Manager, Servant to Vet Sahib","Murad Ali",,13,Male,Single,Unknown,,,,,,,34,Tamas,"Committee Manager, Servant to Vet Sahib, Murad Ali in Tamas"
220,,"Richard's driver","The driver Singh",,29,Male,Single,Sikh,"Other-identified.Character other-attributed",,,,,,34,Tamas,"Richard's driver, The driver Singh in Tamas"
225,,"Group of muslim men with Ramzan",Unknown,,121,Male,Group.Male-dominant,Muslim,Definitional,,,,,,34,Tamas,"Group of muslim men with Ramzan, Unknown in Tamas"
227,,"Asked for the dead pig","Vet Sahib",,13,Male,Single,Unknown,,,,,,,34,Tamas,"Asked for the dead pig, Vet Sahib in Tamas"
228,,"Bakhsh Brother 2",Unknown,,58,Male,Single,Muslim,Nominal,,,,,,34,Tamas,"Bakhsh Brother 2, Unknown in Tamas"
229,,"Nathu's friend","Bhikhru Chamar",,13,Male,Single,Unknown,,,,,,,34,Tamas,"Nathu's friend, Bhikhru Chamar in Tamas"
230,,Refugee,"Unknown 2",,139,Male,Single,Sikh,Nominal,,,,,,34,Tamas,"Refugee, Unknown 2 in Tamas"
237,,"Municipal Comittee Worker",Unknown,,58,Male,Single,Unknown,,,,,,,34,Tamas,"Municipal Comittee Worker, Unknown in Tamas"
238,,Congregation,People,,41,Unknown,Group,Hindu,Definitional,,,,,India,34,Tamas,"Congregation, People in Tamas"
248,,Sahukars,Pooro,,1,Female,Single,Hindu,"Other-identified.Narrator other-attributed","Hindu to Muslim",,,,Pakistan,37,Pinjar,"Sahukars, Pooro in Pinjar"
251,,Sauhakar,Mohanlal,,1,Male,Single,Hindu,Nominal,,,,,Pakistan,37,Pinjar,"Sauhakar, Mohanlal in Pinjar"
253,,Sahukars,"Unknown 1",,1,Male,Single,Hindu,Nominal,,,,,Pakistan,37,Pinjar,"Sahukars, Unknown 1 in Pinjar"
256,,Sahukars,Tara,,1,Female,Single,Hindu,Nominal,,,,,,37,Pinjar,"Sahukars, Tara in Pinjar"
258,,Sahukars,"Unknown 2",,2,Male,Single,Hindu,Nominal,,,,,Pakistan,37,Pinjar,"Sahukars, Unknown 2 in Pinjar"
261,,Sahukars,"Unknown 3",,2,Female,Group.Female-dominant,Hindu,Nominal,,,,,,37,Pinjar,"Sahukars, Unknown 3 in Pinjar"
266,,Sahukars,"Unknown 4",,2,Female,Group.Female-dominant,Hindu,Nominal,,,,,,37,Pinjar,"Sahukars, Unknown 4 in Pinjar"
271,,Sahukars,"Unknown 5",,2,Female,Group.Female-dominant,Hindu,Nominal,,,,,,37,Pinjar,"Sahukars, Unknown 5 in Pinjar"
276,,Sahukars,"Unknown 5",,2,Female,Group.Female-dominant,Hindu,Nominal,,,,,,37,Pinjar,"Sahukars, Unknown 5 in Pinjar"
282,,Chand,Ram,,2,Male,Single,Hindu,"Other-identified.Narrator other-attributed",,,,,Pakistan,37,Pinjar,"Chand, Ram in Pinjar"
285,,Chand,"Unknown 6",,2,Male,Single,Hindu,"Other-identified.Narrator other-attributed",,,,,,37,Pinjar,"Chand, Unknown 6 in Pinjar"
289,,Chand,"Unknown 7",,2,Female,Single,Hindu,"Other-identified.Narrator other-attributed",,,,,,37,Pinjar,"Chand, Unknown 7 in Pinjar"
293,,"Village Women",Unkown,,2,Female,Group.Female-dominant,Unknown,,,,,,,37,Pinjar,"Village Women, Unkown in Pinjar"
297,,Shaikh,Rashida,,4,Male,Single,Muslim,"Other-identified.Narrator other-attributed",,,,,,37,Pinjar,"Shaikh, Rashida in Pinjar"
299,,Girls,Unkown,,3,Female,Group.Female-dominant,Hindu,Speculation,,,,,,37,Pinjar,"Girls, Unkown in Pinjar"
301,,Holy,Mother,,3,Female,Single,Hindu,"Other-identified.Narrator other-attributed",,,,,,37,Pinjar,"Holy, Mother in Pinjar"
310,,Hasan,"Syed Mohammad",,14,Male,Single,Muslim,,,,,,,25,"Sunlight on a Broken Column","Hasan, Syed Mohammad in Sunlight on a Broken Column"
315,,Hasan,Abida,,14,Female,Single,Muslim,,,,,,,25,"Sunlight on a Broken Column","Hasan, Abida in Sunlight on a Broken Column"
316,,Hasan,Majida,,14,Female,Single,Muslim,,,,,,,25,"Sunlight on a Broken Column","Hasan, Majida in Sunlight on a Broken Column"
317,,Hasan,Laila,,14,Female,Single,Muslim,,,,,,,25,"Sunlight on a Broken Column","Hasan, Laila in Sunlight on a Broken Column"
318,,Hasan,Zahra,,14,Female,Single,Muslim,,,,,,,25,"Sunlight on a Broken Column","Hasan, Zahra in Sunlight on a Broken Column"
319,,Unknown,Hakiman,,14,Female,Single,Muslim,Speculation,,,,,,25,"Sunlight on a Broken Column","Unknown, Hakiman in Sunlight on a Broken Column"
321,,Hasan,Hamid,,84,Male,Single,Muslim,Self-identified,,,,,,25,"Sunlight on a Broken Column","Hasan, Hamid in Sunlight on a Broken Column"
325,,Agarwal,Sita,,16,Female,Single,Hindu,Speculation,,,,,India,25,"Sunlight on a Broken Column","Agarwal, Sita in Sunlight on a Broken Column"
326,,Unknown,Musa,,18,Male,Single,Muslim,Self-identified,,,,,India,25,"Sunlight on a Broken Column","Unknown, Musa in Sunlight on a Broken Column"
327,,Unknown,Mohsin,,18,Male,Single,Muslim,,,,,,India,25,"Sunlight on a Broken Column","Unknown, Mohsin in Sunlight on a Broken Column"
341,,Viceroy,Unknown,,156,Male,Single,Christian,Speculation,,,,,,25,"Sunlight on a Broken Column","Viceroy, Unknown in Sunlight on a Broken Column"
343,,Unknown,Jumman,,26,Male,Single,Hindu,,,,,,India,25,"Sunlight on a Broken Column","Unknown, Jumman in Sunlight on a Broken Column"
344,,Unknown,Nandi,,26,Female,Single,Hindu,,,,,,India,25,"Sunlight on a Broken Column","Unknown, Nandi in Sunlight on a Broken Column"
347,,Unknown,Maulvi,,11,Male,Single,Muslim,Definitional,,,,,,37,Pinjar,"Unknown, Maulvi in Pinjar"
349,,Unknown,"Jumman's wife",,26,Female,Single,Hindu,Speculation,,,,,India,25,"Sunlight on a Broken Column","Unknown, Jumman's wife in Sunlight on a Broken Column"
353,,Unknown,Rahima,,16,Male,Single,Muslim,Speculation,,,,,,37,Pinjar,"Unknown, Rahima in Pinjar"
354,,Unknown,"Women of Rahima's household",,16,Female,Group,Muslim,Speculation,,,,,,37,Pinjar,"Unknown, Women of Rahima's household in Pinjar"
359,,Unknown,Stranger,,16,Male,Single,Unknown,,,,,,,37,Pinjar,"Unknown, Stranger in Pinjar"
363,,Unknown,"Baisakh crowd",,18,Unknown,Group,Hindu,Speculation,,,,,,37,Pinjar,"Unknown, Baisakh crowd in Pinjar"
366,,Unknown,"Rahima's Mother",,20,Female,Single,Muslim,Speculation,,,,,,37,Pinjar,"Unknown, Rahima's Mother in Pinjar"
368,,Unknown,Midwife,,20,Unknown,Single,Unknown,,,,,,,37,Pinjar,"Unknown, Midwife in Pinjar"
374,,Police,Unknown,,156,Unknown,Group,Unknown,,,,,,,25,"Sunlight on a Broken Column","Police, Unknown in Sunlight on a Broken Column"
399,,Unknown,Kammo,,23,Female,Single,Hindu,,,,,,,37,Pinjar,"Unknown, Kammo in Pinjar"
405,,School-children,Unknown,,156,Unknown,Group,Unknown,,,,,,,25,"Sunlight on a Broken Column","School-children, Unknown in Sunlight on a Broken Column"
406,,Onlookers,Unknown,,156,Unknown,Group,Unknown,,,,,,,25,"Sunlight on a Broken Column","Onlookers, Unknown in Sunlight on a Broken Column"
408,,"Paid men",Unknown,,156,Male,Group,Unknown,,,,,,,25,"Sunlight on a Broken Column","Paid men, Unknown in Sunlight on a Broken Column"
409,,Unknown,"Baba Jan",,104,Male,Single,Muslim,"Other-identified.Character other-attributed",,,,,,25,"Sunlight on a Broken Column","Unknown, Baba Jan in Sunlight on a Broken Column"
413,,Hasan,Zainab,,104,Female,Single,Muslim,Self-identified,,,,,,25,"Sunlight on a Broken Column","Hasan, Zainab in Sunlight on a Broken Column"
416,,Hasan,Saira,,86,Female,Single,Muslim,,,,,,,25,"Sunlight on a Broken Column","Hasan, Saira in Sunlight on a Broken Column"
417,,"University Authorities",Unknown,,156,Unknown,Group,Unknown,,,,,,,25,"Sunlight on a Broken Column","University Authorities, Unknown in Sunlight on a Broken Column"
418,,Student-leaders,Unknown,,156,Unknown,Group,Unknown,,,,,,,25,"Sunlight on a Broken Column","Student-leaders, Unknown in Sunlight on a Broken Column"
422,,Governor,Unknown,,157,Unknown,Single,Unknown,,,,,,,25,"Sunlight on a Broken Column","Governor, Unknown in Sunlight on a Broken Column"
423,,Professors,Unknown,,157,Unknown,Group,Unknown,,,,,,,25,"Sunlight on a Broken Column","Professors, Unknown in Sunlight on a Broken Column"
424,,Proctors,Unknown,,157,Unknown,Group,Unknown,,,,,,,25,"Sunlight on a Broken Column","Proctors, Unknown in Sunlight on a Broken Column"
426,,Students,Unknown,,157,Unknown,Group,Unknown,,,,,,,25,"Sunlight on a Broken Column","Students, Unknown in Sunlight on a Broken Column"
429,,Principal,Unknown,,158,Unknown,Single,Unknown,,,,,,,25,"Sunlight on a Broken Column","Principal, Unknown in Sunlight on a Broken Column"
431,,Chatterjee,Nita,,123,Female,Single,Hindu,Nominal,,,,,,25,"Sunlight on a Broken Column","Chatterjee, Nita in Sunlight on a Broken Column"
433,,Waheed,Nadira,,125,Female,Single,Muslim,Nominal,,,,,,25,"Sunlight on a Broken Column","Waheed, Nadira in Sunlight on a Broken Column"
434,,Davis,Joan,,126,Female,Single,Christian,Nominal,,,,,,25,"Sunlight on a Broken Column","Davis, Joan in Sunlight on a Broken Column"
435,,Unknown,Romana,,159,Female,Single,Unknown,,,,,,,25,"Sunlight on a Broken Column","Unknown, Romana in Sunlight on a Broken Column"
439,,"Kammo's Father",Unknown,,25,Male,Single,Hindu,,,,,,,37,Pinjar,"Kammo's Father, Unknown in Pinjar"
441,,"Kammo's Mother",Unknown,,25,Female,Single,Hindu,Speculation,,,,,,37,Pinjar,"Kammo's Mother, Unknown in Pinjar"
442,,"Kammo's Father's Mistress",Unknown,,25,Female,Single,Hindu,Speculation,,,,,,37,Pinjar,"Kammo's Father's Mistress, Unknown in Pinjar"
443,,"Kammo’s Aunt",Unknown,,25,Female,Single,Hindu,Speculation,,,,,,37,Pinjar,"Kammo’s Aunt, Unknown in Pinjar"
445,,Shaikh,Javed,,21,Male,Single,Muslim,,,,,,Pakistan,37,Pinjar,"Shaikh, Javed in Pinjar"
455,,"Rahima's Wives",Unknown,,27,Female,Group.Female-dominant,Muslim,Speculation,,,,,,37,Pinjar,"Rahima's Wives, Unknown in Pinjar"
456,,Unknown,Taro,,27,Female,Single,Unknown,,,,,,,37,Pinjar,"Unknown, Taro in Pinjar"
461,,Unknown,"Taro's Mother",,28,Female,Single,Muslim,Speculation,,,,,,37,Pinjar,"Unknown, Taro's Mother in Pinjar"
462,,"Taro's Husband",Unknown,,28,Male,Single,Hindu,Speculation,,,,,,37,Pinjar,"Taro's Husband, Unknown in Pinjar"
464,,"Taro's Mother",Unknown,,28,Female,Single,Hindu,Speculation,,,,,,37,Pinjar,"Taro's Mother, Unknown in Pinjar"
467,,"Taro's Husband's Mother",Unknown,,29,Female,Single,Hindu,Speculation,,,,,,37,Pinjar,"Taro's Husband's Mother, Unknown in Pinjar"
468,,"Taro's Husband's Mistress",Unknown,,29,Female,Single,Hindu,Speculation,,,,,,37,Pinjar,"Taro's Husband's Mistress, Unknown in Pinjar"
469,,"Taro's Father",Unknown,,28,Male,Single,Hindu,Speculation,,,,,,37,Pinjar,"Taro's Father, Unknown in Pinjar"
470,,"Taro's Husband's Father",Unknown,,28,Male,Single,Hindu,Speculation,,,,,,37,Pinjar,"Taro's Husband's Father, Unknown in Pinjar"
474,,Unknown,Chuttan,,30,Male,Single,Unknown,,,,,,India,25,"Sunlight on a Broken Column","Unknown, Chuttan in Sunlight on a Broken Column"
476,,Ali,Karam,,30,Male,Single,Muslim|Muslim|Muslim,Speculation,,,,,India,25,"Sunlight on a Broken Column","Ali, Karam in Sunlight on a Broken Column"
477,,Guard,unknown,,248,Unknown,Single,Unknown,,,,,,,25,"Sunlight on a Broken Column","Guard, unknown in Sunlight on a Broken Column"
480,,Singh,"Thakur Balbir",,33,Male,Single,Hindu,"Other-identified.Narrator other-attributed",,,,,India,25,"Sunlight on a Broken Column","Singh, Thakur Balbir in Sunlight on a Broken Column"
481,,Ahmed|Hasan,,,,Male,Single,Muslim,Speculation,,,,,India,25,"Sunlight on a Broken Column","Hasan,Ahmed, in Sunlight on a Broken Column"
482,,Freemantle,Unknown,,34,Male,Single,Christian,Speculation,,,,,"Great Britain",25,"Sunlight on a Broken Column","Freemantle, Unknown in Sunlight on a Broken Column"
483,,Unknown,Ramzano,,36,Female,Single,Muslim,Speculation,,,,,India,25,"Sunlight on a Broken Column","Unknown, Ramzano in Sunlight on a Broken Column"
484,,Unknown,Saliman,,36,Female,Single,Muslim,Speculation,,,,,India,25,"Sunlight on a Broken Column","Unknown, Saliman in Sunlight on a Broken Column"
485,,Unknown,Ustaniji,,36,Female,Single,Muslim,Speculation,,,,,India,25,"Sunlight on a Broken Column","Unknown, Ustaniji in Sunlight on a Broken Column"
486,,Unknown,"Hajjan Bibi",,36,Female,Single,Muslim,Speculation,,,,,India,25,"Sunlight on a Broken Column","Unknown, Hajjan Bibi in Sunlight on a Broken Column"
487,,Unknown,Asad,,36,Male,Single,Muslim,"Other-identified.Narrator other-attributed",,,,,India,25,"Sunlight on a Broken Column","Unknown, Asad in Sunlight on a Broken Column"
488,,Unknown,Zahid,,36,Male,Single,Muslim,Speculation,,,,,India,25,"Sunlight on a Broken Column","Unknown, Zahid in Sunlight on a Broken Column"
509,,Unknown,toy-seller,,32,Female,Single,Unknown,,,,,,,37,Pinjar,"Unknown, toy-seller in Pinjar"
510,,Unkown,mad-woman,,32,Female,Single,Hindu,,,,,,,37,Pinjar,"Unkown, mad-woman in Pinjar"
516,,"Elders of the Panchayat",Unknown,,34,Male,Group.Male-dominant,Unknown,,,,,,,37,Pinjar,"Elders of the Panchayat, Unknown in Pinjar"
519,,Unknown,"mad-woman's child",,35,Unknown,Single,Unknown,,,,,,,37,Pinjar,"Unknown, mad-woman's child in Pinjar"
527,,Unkown,"Hindus of Sakkar",,37,Unknown,Faction,Hindu,,,,,,,37,Pinjar,"Unkown, Hindus of Sakkar in Pinjar"
532,,Unknown,"Muslim Friends",,40,Unknown,Group,Muslim,Definitional,,,,,,37,Pinjar,"Unknown, Muslim Friends in Pinjar"
537,,Unknown,"water-carrier's woman",,38,Female,Group.Female-dominant,Hindu,Definitional,,,,,,37,Pinjar,"Unknown, water-carrier's woman in Pinjar"
540,,Unknown,villages,,43,Unknown,Group,Unknown,Speculation,,,,,,37,Pinjar,"Unknown, villages in Pinjar"
543,,Unknown,"Three men",,44,Male,Group.Male-dominant,Hindu,Definitional,,,,,,37,Pinjar,"Unknown, Three men in Pinjar"
547,,Unknown,"Rahima's mother two daughter-in-law",,45,Female,Group.Female-dominant,Muslim,Definitional,,,,,,37,Pinjar,"Unknown, Rahima's mother two daughter-in-law in Pinjar"
551,,Unknown,"Old Servant of Rahima",,46,Unknown,Single,Unknown,Speculation,,,,,,37,Pinjar,"Unknown, Old Servant of Rahima in Pinjar"
553,,Unknown,"Ekka driver",,46,Unknown,Single,Unknown,Speculation,,,,,,37,Pinjar,"Unknown, Ekka driver in Pinjar"
561,,Unknown,"Holy One",,45,Male,Single,Unknown,Speculation,,,,,,37,Pinjar,"Unknown, Holy One in Pinjar"
566,,Tenant,Unkown,,51,Male,Single,Unknown,,,,,,Pakistan,37,Pinjar,"Tenant, Unkown in Pinjar"
567,,Peasant,Unknown,,52,Unknown,Single,Unknown,,,,,,Pakistan,37,Pinjar,"Peasant, Unknown in Pinjar"
569,,"Neighbouring Village Hindus",Unknown,,55,Unknown,Group,Hindu,Definitional,,,,,Pakistan,37,Pinjar,"Neighbouring Village Hindus, Unknown in Pinjar"
570,,"Muslims of Chatto",Unknown,,55,Unknown,Group,Muslim,Definitional,,,,,Pakistan,37,Pinjar,"Muslims of Chatto, Unknown in Pinjar"
571,,"Hindus of Chatto",Unkown,,55,Unknown,Group,Hindu,Definitional,,,,,Pakistan,37,Pinjar,"Hindus of Chatto, Unkown in Pinjar"
572,,"Indian Soldiers",Unkown,,55,Unknown,Group.Male-dominant,Unknown,,,,,,India,37,Pinjar,"Indian Soldiers, Unkown in Pinjar"
573,,"Young Girl",Unkown,,56,Female,Single,Unknown,,,,,,,37,Pinjar,"Young Girl, Unkown in Pinjar"
574,,"Young Refugee Girl",Unknown,,56,Female,Single,Unknown,,,,,,Pakistan,37,Pinjar,"Young Refugee Girl, Unknown in Pinjar"
575,,Strangers,Unknown,,56,Unknown,Group,Unknown,,,,,,,37,Pinjar,"Strangers, Unknown in Pinjar"
577,,"Police Constables",Unknown,,56,Unknown,Group,Unknown,,,,,,,37,Pinjar,"Police Constables, Unknown in Pinjar"
578,,"Refugees from Rattoval",Unkown,,56,Unknown,Group,Unknown,,,,,,Pakistan,37,Pinjar,"Refugees from Rattoval, Unkown in Pinjar"
579,,Goondas,Unknown,,56,Male,Group.Male-dominant,Unknown,,,,,,,37,Pinjar,"Goondas, Unknown in Pinjar"
580,,Sahukars,Lajo,,58,Female,Single,Hindu,"Other-identified.Character other-attributed",,,,,Pakistan,37,Pinjar,"Sahukars, Lajo in Pinjar"
584,,Chand,"Ram's Mother",,58,Female,Single,Hindu,"Other-identified.Character other-attributed",,,,,,37,Pinjar,"Chand, Ram's Mother in Pinjar"
585,,"Pakistani Soldiers",Unknown,,56,Male,Group.Male-dominant,Unknown,,,,,,Pakistan,37,Pinjar,"Pakistani Soldiers, Unknown in Pinjar"
595,,"Lajo's Mother-in-Law","Old Woman",,61,Female,Single,Muslim,Definitional,,,,,Pakistan,37,Pinjar,"Lajo's Mother-in-Law, Old Woman in Pinjar"
596,,"Lajo's Abductor",Son,,64,Female,Single,Hindu,Definitional,,,,,,37,Pinjar,"Lajo's Abductor, Son in Pinjar"
598,,Unknown,"Padre Sahib's Sister",,49,Female,Single,Unknown,,,,,,,25,"Sunlight on a Broken Column","Unknown, Padre Sahib's Sister in Sunlight on a Broken Column"
599,,Tucker,Sylvia,,52,Female,Single,Christian,Nominal,,,,,,25,"Sunlight on a Broken Column","Tucker, Sylvia in Sunlight on a Broken Column"
605,,Sweeper,Unknown,,14,Male,Single,Unknown,,,,,,,34,Tamas,"Sweeper, Unknown in Tamas"
608,,"Nathu's wife",Unknown,,15,Female,Single,Unknown,,,,,,,34,Tamas,"Nathu's wife, Unknown in Tamas"
609,,"From the piggery",Purbia,,16,Male,Single,Unknown,,,,,,,34,Tamas,"From the piggery, Purbia in Tamas"
614,,"Member of Secret Police 1",Unknown,,17,Male,Single,Unknown,,,,,,,34,Tamas,"Member of Secret Police 1, Unknown in Tamas"
615,,"Member of Secret Police 2",Unknown,,17,Male,Single,Unknown,,,,,,,34,Tamas,"Member of Secret Police 2, Unknown in Tamas"
618,,"Congress Committee secretary",Bakhshi,,17,Male,Single,Unknown,,,,,,,34,Tamas,"Congress Committee secretary, Bakhshi in Tamas"
619,,"Ahmad, Congress Committee Member",Aziz,,17,Male,Single,Muslim,Definitional,,,,,,34,Tamas,"Ahmad, Congress Committee Member, Aziz in Tamas"
620,,"Congress Committee Member (part of singing group)","Master Ramdas",,17,Male,Single,Hindu,Speculation,,,,,,34,Tamas,"Congress Committee Member (part of singing group), Master Ramdas in Tamas"
622,,"Congress Committee Member (part of singing group)","Mehta Ji",,17,Male,Single,Hindu,Speculation,,,,,,34,Tamas,"Congress Committee Member (part of singing group), Mehta Ji in Tamas"
623,,"Congress Committee Member","Ajit Singh",,17,Male,Single,Unknown,,,,,,,34,Tamas,"Congress Committee Member, Ajit Singh in Tamas"
624,,"Congress Committee Member (part of singing group)",Desraj,,17,Male,Single,Hindu,Speculation,,,,,,34,Tamas,"Congress Committee Member (part of singing group), Desraj in Tamas"
625,,"Head of the District Congress Committee","Shankar Lal",,17,Male,Single,Unknown,,,,,,,34,Tamas,"Head of the District Congress Committee, Shankar Lal in Tamas"
626,,"Congress Committee Member (part of singing group)","Kashmiri Lal",,17,Male,Single,Hindu,Speculation,,,,,,34,Tamas,"Congress Committee Member (part of singing group), Kashmiri Lal in Tamas"
628,,"Congress Committee Member (part of singing group)","The General",,18,Male,Single,Sikh,,,,,,,34,Tamas,"Congress Committee Member (part of singing group), The General in Tamas"
630,,Contractor,Sethi,,19,Male,Single,Unknown,,,,,,,34,Tamas,"Contractor, Sethi in Tamas"
656,,"Harnam Singh's wife",Banto,,99,Female,Single,Sikh,Nominal,,,,,,34,Tamas,"Harnam Singh's wife, Banto in Tamas"
657,,Singh,Iqbal,,99,Male,Single,Sikh,Nominal,,,,,,34,Tamas,"Singh, Iqbal in Tamas"
659,,Khan,Karim,,60,Male,Single,Muslim,Nominal,,,,,,34,Tamas,"Khan, Karim in Tamas"
660,,"Muslim Leaue members from Harnam's village","Ashraf and Latif",,101,Male,Group,Muslim,Definitional,,,,,,34,Tamas,"Muslim Leaue members from Harnam's village, Ashraf and Latif in Tamas"
662,,"Harnam Singh's daughter",Jasbir,,103,Female,Single,Sikh,Nominal,,,,,,34,Tamas,"Harnam Singh's daughter, Jasbir in Tamas"
673,,Unknown,Muezzin,,111,Male,Single,Muslim,Definitional,,,,,,25,"Sunlight on a Broken Column","Unknown, Muezzin in Sunlight on a Broken Column"
675,,Ali,Ejaz,,112,Male,Single,Muslim,Self-identified,,,,,,25,"Sunlight on a Broken Column","Ali, Ejaz in Sunlight on a Broken Column"
679,,Unknown,Zahid,,162,Male,Single,Muslim,Nominal,,,,,,25,"Sunlight on a Broken Column","Unknown, Zahid in Sunlight on a Broken Column"
680,,Unknown,Mirasin,,113,Female,Group,Muslim,Definitional,,,,,,25,"Sunlight on a Broken Column","Unknown, Mirasin in Sunlight on a Broken Column"
682,,Unknown,Prophet,,113,Male,Single,Muslim,Definitional,,,,,,25,"Sunlight on a Broken Column","Unknown, Prophet in Sunlight on a Broken Column"
689,,Ali,Naseer,,114,Male,Single,Muslim,Self-identified,,,,,,25,"Sunlight on a Broken Column","Ali, Naseer in Sunlight on a Broken Column"
692,,"Village Elder",Unknown,,123,Male,Single,Muslim,Definitional,,,,,,34,Tamas,"Village Elder, Unknown in Tamas"
693,,"Unit of Sikh soldiers",Unknown,,42,Male,Group.Male-dominant,Sikh,"Other-identified.Narrator other-attributed",,,,,,28,"Train to Pakistan","Unit of Sikh soldiers, Unknown in Train to Pakistan"
