"Text place H-ID","Place name","Location religion","Religious attribution",Geolocation,"Geolocation Page",Mentioned,"Text pointer H-ID","Text pointer RecordTitle","Location pointer H-ID","Location pointer RecordTitle"
2064,"Ritz Hotel",Unknown,Speculation,MAYBE,202,TRUE,25,"Sunlight on a Broken Column",,
2065,Cinema,Unaffiliated,Speculation,FALSE,,TRUE,25,"Sunlight on a Broken Column",,
2066,Shimla,Hindu,Definitional,CREATED,204,TRUE,25,"Sunlight on a Broken Column",2609,Shimla
2067,"Medical College Hospital",Unaffiliated,Speculation,CREATED,204,TRUE,25,"Sunlight on a Broken Column",22,"Lucknow University"
2068,Boathouse,Unknown,Speculation,FALSE,,FALSE,25,"Sunlight on a Broken Column",,
2145,"Baba Jan’s room",,,FALSE,,,25,"Sunlight on a Broken Column",,
2146,"Laila and Zahra’s room",,,FALSE,,,25,"Sunlight on a Broken Column",,
2147,Hasanpur,,,CREATED,,,25,"Sunlight on a Broken Column",1453,Hasanpur
2149,"Raja Hasan Ahmad’s palace",,,FALSE,,,25,"Sunlight on a Broken Column",,
2150,"Aunt Abida’s room",,,FALSE,,,25,"Sunlight on a Broken Column",,
2151,"English Universities",,,FALSE,,,25,"Sunlight on a Broken Column",,
2152,"Mango grove on the outskirts of the village where the grass grew over the graves of my ancestors",,,FALSE,,,25,"Sunlight on a Broken Column",,
2155,Orchards,,,FALSE,,,25,"Sunlight on a Broken Column",,
2156,Veranda,,,FALSE,,,25,"Sunlight on a Broken Column",,
2157,Shops,,,FALSE,,,25,"Sunlight on a Broken Column",,
2158,Offices,,,FALSE,,,25,"Sunlight on a Broken Column",,
2159,Restaurants,,,FALSE,,,25,"Sunlight on a Broken Column",,
2161,"The Mall",,,FALSE,,,25,"Sunlight on a Broken Column",,
2162,"Marble pavilion",,,MAYBE,,,25,"Sunlight on a Broken Column",,
2163,River-bank,,,FALSE,,,25,"Sunlight on a Broken Column",,
2164,"House and garden built by Raja Hasan Ahmad",,,FALSE,,,25,"Sunlight on a Broken Column",,
2166,"Hasan family house",,,FALSE,,,25,"Sunlight on a Broken Column",,
2167,"sun-lit courtyard",,,FALSE,,,25,"Sunlight on a Broken Column",,
2168,"Neighbouring villages to Hasanpur",,,CREATED,,,25,"Sunlight on a Broken Column",1453,Hasanpur
2169,"Houses of Laila’s great grandfather and his brother’s descendants",,,FALSE,,,25,"Sunlight on a Broken Column",,
2170,"Carpenter’s shed",,,FALSE,,,25,"Sunlight on a Broken Column",,
2171,"Mud-walled veranda",,,FALSE,,,25,"Sunlight on a Broken Column",,
2172,"Small courtyard",,,FALSE,,,25,"Sunlight on a Broken Column",,
2176,"Forbidden street",Muslim,,FALSE,,,25,"Sunlight on a Broken Column",,
2218,"Public Park",Unknown,,MAYBE,,,25,"Sunlight on a Broken Column",,
2224,Surmai,Unknown,,FALSE,,,25,"Sunlight on a Broken Column",,
2293,Chowk,Unknown,Speculation,FALSE,210,TRUE,25,"Sunlight on a Broken Column",,
2303,"Amirpur House",Hindu,Speculation,CREATED,,TRUE,25,"Sunlight on a Broken Column",3065,"Amirpur Village"
2305,"in the car",,,FALSE,,,25,"Sunlight on a Broken Column",,
2306,"English Club",Christian,Speculation,MAYBE,212,TRUE,25,"Sunlight on a Broken Column",,
2309,"Bhimnagar Palace",,,CREATED,,,25,"Sunlight on a Broken Column",,
2310,Calcutta,Hindu,Speculation,CREATED,213,TRUE,25,"Sunlight on a Broken Column",2625,Kolkata
2313,"Corner bookshop",Unknown,Speculation,FALSE,,TRUE,25,"Sunlight on a Broken Column",,
2317,garden,,,FALSE,,,25,"Sunlight on a Broken Column",,
2320,"Wide sandy space on the river",,,FALSE,,,25,"Sunlight on a Broken Column",,
2342,"through the doors built in the courtyard walls",,,FALSE,,,25,"Sunlight on a Broken Column",,
2346,"Zainab's house",,,FALSE,,,25,"Sunlight on a Broken Column",,
2353,"under the sloping, rough thatch",,,FALSE,,,25,"Sunlight on a Broken Column",,
2355,"stuffy room",,,FALSE,,,25,"Sunlight on a Broken Column",,
2374,"back to the Hasan family house",,,FALSE,,,25,"Sunlight on a Broken Column",,
2412,"Shivala Bazaar",Unaffiliated,,CREATED,63,,34,Tamas,1065,"Shivala Bazaar"
2413,"Sarafon Bazaar",Unaffiliated,,CREATED,58,TRUE,34,Tamas,1065,"Shivala Bazaar"
2414,"Khuda Bakhsh's Tailor Shop",Unaffiliated,,CREATED,,,34,Tamas,1065,"Shivala Bazaar"
2415,"Shiva Temple",Hindu,Definitional,CREATED,59,TRUE,34,Tamas,1065,"Shivala Bazaar"
2416,"Fazal Din's Naan Shop",Unaffiliated,,CREATED,,,34,Tamas,3063,"Shivala Road"
2417,"Ganj Mandi",Unaffiliated,,CREATED,62,TRUE,34,Tamas,2686,"Ganj Mandi"
2418,"Golra Sharif",Muslim,,CREATED,63,TRUE,34,Tamas,2802,"Golra Sharif"
2419,Masiyari,,,TRUE,63,TRUE,34,Tamas,,
2420,"Raja Bazaar",,,CREATED,65,TRUE,34,Tamas,872,"Raja Bazaar"
2423,Sayedpur,Sikh|Muslim,,CREATED,,,34,Tamas,3064,"Saidpur Village"
2426,Gurudwara,Sikh,Nominal,FALSE,,,34,Tamas,,
2442,"Lala ji's house",Hindu,Nominal,FALSE,,,34,Tamas,,
2449,"Outside Sayedpur",Muslim|Sikh,,CREATED,,,34,Tamas,3064,"Saidpur Village"
2450,"Saddar Bazaar",Unaffiliated,,CREATED,,,34,Tamas,3061,"Sadar Bazar"
2456,"Mai Satto tank",Unaffiliated,Definitional,FALSE,,,34,Tamas,,
2462,"entrance to the left gali, right at the edge of the river",Sikh,Self-identified,FALSE,,,34,Tamas,,
2469,"Raghunath's house",Hindu,"Other-identified.Character other-attributed",FALSE,,,34,Tamas,,
2472,"Fortress of Sheik",Muslim,Nominal,FALSE,,,34,Tamas,,
2479,"Raghunath's ancestral home",Hindu,"Other-identified.Character other-attributed",FALSE,,,34,Tamas,,
2497,"Storeroom, Raghunath's ancestral home",Hindu,Nominal,FALSE,,,34,Tamas,,
2514,"Outside Karaar houses",Sikh,Nominal,FALSE,,,34,Tamas,,
2523,"Christian College",Christian,"Other-identified.Narrator other-attributed",FALSE,,,34,Tamas,,
2541,"Deputy Commissioner's House",Unaffiliated,Definitional,FALSE,49,,34,Tamas,,
2554,"Down the hill",Unknown,,FALSE,,,34,Tamas,,
2587,"Outside the DC's House",Unaffiliated,,FALSE,,,34,Tamas,,
2616,"Dev Dutt's house",Hindu,Nominal,FALSE,,,34,Tamas,,
2624,"Unknown Chowk",Muslim,Speculation,FALSE,,,34,Tamas,,
2634,"Communist Party Office",Unaffiliated,Other-identified,FALSE,,,34,Tamas,,
2644,"Hayat Bakhsh's house",Hindu,Nominal,FALSE,,,34,Tamas,,
2650,Ratta,Unaffiliated,,CREATED,,,34,Tamas,33,Rawalpindi
2653,"Committee Mohalla",Unknown,,FALSE,,,34,Tamas,,
2668,"On the way back to the city from the DC's house",Unaffiliated,,FALSE,,,34,Tamas,,
2672,"in front of the Electricity Office",Unknown,,FALSE,,,34,Tamas,,
2728,"Congress Run Relief",Unaffiliated,,CREATED,,,34,Tamas,33,Rawalpindi
2732,"Health Officer, Mr Kapoor's house",Hindu,Nominal,FALSE,,,34,Tamas,,
2746,"Outside Health Officer Kapoor's house",Hindu,,FALSE,,,34,Tamas,,
2754,"Lajo's House",Muslim,Self-identified,CREATED,31,TRUE,37,Pinjar,281,"Rattoval Village"
2762,"Peace Bus",Hindu|Muslim|Sikh,"Other-identified.Narrator other-attributed",FALSE,,,34,Tamas,,
2779,Mosque,Muslim,Definitional,FALSE,,,25,"Sunlight on a Broken Column",,
2788,College,Unaffiliated,Speculation,CREATED,,,25,"Sunlight on a Broken Column",22,"Lucknow University"
2821,"Neighbouring Market",,,CREATED,3,TRUE,37,Pinjar,3109,"Chatto Village: Neighborhood Market"
2824,Field,Unknown,,CREATED,,,37,Pinjar,3110,"Chatto Village: Field"
2829,"Pooro's courtyard in her home",Hindu,Speculation,CREATED,,,37,Pinjar,3112,"Chatto Village: Pooro's Home"
2887,India,,,CREATED,,,37,Pinjar,2993,India
2894,"Neighbouring Village to Sakkar",Hindu|Muslim,,FALSE,55,TRUE,37,Pinjar,3117,"Sakkar: Neighbouring Village"
2912,"Refugee Encampment outside Chatto",,,CREATED,57,,37,Pinjar,3118,"Chatto Village: Refugee Camp"
3174,"Rawalpindi Train Station",Muslim,,CREATED,,,3170,"A New Taj Mahal",3175,"Rawalpindi Train Station"
3306,Room,,,FALSE,,,3205,"Colder Than Ice",,
3335,House,,,FALSE,,,3205,"Colder Than Ice",,
3340,Canal,,,FALSE,,,3205,"Colder Than Ice",,
3360,"Refugee camp",,,TRUE,,,3231,"The Return",3363,"Mughalpura, Lahore"
3426,Amritsar,,,TRUE,,,3238,"The Assignment",,
3458,Kashmir,,,TRUE,,,3421,"The Price of Freedom",,
3459,Delhi,,,TRUE,,,3421,"The Price of Freedom",,
3460,Punjab,,,TRUE,,,3421,"The Price of Freedom",,
3462,"Jallianwala Bagh",,,TRUE,,,3421,"The Price of Freedom",,
3463,Bombay,,,TRUE,,,3421,"The Price of Freedom",,
3465,"Soviet Union",,,TRUE,,,3421,"The Price of Freedom",,
3471,Titwal,Hindu,Speculation,TRUE,,TRUE,3292,"The Dog of Titwal",3470,Titwal
3517,"Village, Pakistan",Muslim,,FALSE,,,3206,"Savage Harvest",,
3520,"Village, Pakistan",Muslim,Self-identified,FALSE,,,3206,"Savage Harvest",,
3538,"British India",Unknown,,FALSE,,FALSE,3384,"The Dutiful Daughter",,
3564,Amritsar,Muslim,Definitional,CREATED,,,3421,"The Price of Freedom",3543,Amritsar
3599,India,Hindu|Muslim|Sikh|Christian|Atheist|Unknown,Definitional,MAYBE,,TRUE,3212,"Toba Tek Singh",,
3606,Pakistan,Muslim,Definitional,MAYBE,,TRUE,3212,"Toba Tek Singh",,
3614,"Lahore Airport",Muslim,,TRUE,59,,3584,"Gul Mohammad Third-Timer",1348,Lahore
3615,"Pakistan High Commission in Delhi",Unaffiliated,,CREATED,59,,3584,"Gul Mohammad Third-Timer",3621,"Pakistan High Commission in Delhi"
3616,Wagha,Unknown,,TRUE,,FALSE,3212,"Toba Tek Singh",3617,"Wagah Border"
3623,"Satkartar Well",Unknown,,FALSE,,,3584,"Gul Mohammad Third-Timer",,
3624,"Mai Veero's Pond",Unaffiliated,,FALSE,,,3584,"Gul Mohammad Third-Timer",,
3625,"Government High School, Rawalpindi",Unaffiliated,,TRUE,60,FALSE,3584,"Gul Mohammad Third-Timer",33,Rawalpindi
3626,"Bhabris’ Market.",Unknown,,FALSE,,,3584,"Gul Mohammad Third-Timer",,
3627,"Tarlahi Village",Unknown,,FALSE,,,3584,"Gul Mohammad Third-Timer",,
3628,"Saidpuri Gate",,,FALSE,,,3584,"Gul Mohammad Third-Timer",,
3630,"Trunk Bazaar Chowk",Unaffiliated,,FALSE,,,3584,"Gul Mohammad Third-Timer",,
3631,"Narrator's house",Sikh,Self-identified,FALSE,,,3584,"Gul Mohammad Third-Timer",,
3632,"Talwar's Market",,,FALSE,,,3584,"Gul Mohammad Third-Timer",,
3657,Rawalpindi,Unaffiliated,,TRUE,60,,3584,"Gul Mohammad Third-Timer",33,Rawalpindi
3679,"Lahore Lunatic Asylum",Muslim,,MAYBE,,,3212,"Toba Tek Singh",,
3720,"Hills in Kashmir",,,MAYBE,,,3716,"The Last Salute",,
3726,"Terrace of  Advani Chambers",,,CREATED,,FALSE,3574,Mozail,3721,"Advani Chambers"
3729,"Kirpal's Mohalla",Muslim,"Other-identified.Character other-attributed",FALSE,,FALSE,3574,Mozail,,
3730,Punjab,Sikh,,CREATED,,TRUE,3574,Mozail,3448,Punjab
3731,Deolali,Hindu,,CREATED,,TRUE,3574,Mozail,3732,Deolali
3733,Amritsar,Muslim,,CREATED,,TRUE,3574,Mozail,3543,Amritsar
3734,Lahore,Muslim,,CREATED,,TRUE,3574,Mozail,1348,Lahore
3735,"Kirpal and Tarlochan's village",Sikh,"Other-identified.Character other-attributed",MAYBE,,TRUE,3574,Mozail,,
3736,Burma,,,CREATED,,TRUE,3574,Mozail,3737,Myanmar
3738,Singapore,,,CREATED,,TRUE,3574,Mozail,3739,Singapore
3740,"Hong Kong",,,CREATED,,TRUE,3574,Mozail,3741,"Hong Kong"
3742,"Second-floor flat at Advani Chambers",,,CREATED,,,3574,Mozail,3721,"Advani Chambers"
3743,"The cinema",,,MAYBE,,TRUE,3574,Mozail,,
3745,"Juhu beach",,,CREATED,,TRUE,3574,Mozail,3746,"Juhu Beach"
3747,Saharanpur,Unknown,,TRUE,,TRUE,3384,"The Dutiful Daughter",3541,Saharanpur
3748,"Forat area",,,MAYBE,,FALSE,3574,Mozail,,
3749,Poona,,,CREATED,,,3574,Mozail,3751,Pune
3750,Jullandar,Unknown,,TRUE,,TRUE,3384,"The Dutiful Daughter",3536,Jullandar
3752,Patiala,Unknown,,TRUE,,TRUE,3384,"The Dutiful Daughter",3542,Patiala
3753,Amritsar,Unknown,,TRUE,,TRUE,3384,"The Dutiful Daughter",3543,Amritsar
3755,"Big department store",,,FALSE,,,3574,Mozail,,
3759,"Bazaar near the mohalla",,,FALSE,,FALSE,3574,Mozail,,
3760,"Kirpal's Building",,,FALSE,,FALSE,3574,Mozail,,
3765,"Store that was being looted",,,FALSE,,FALSE,3574,Mozail,,
3771,"Taxi stand in front of Mozail's workplace",,,FALSE,,FALSE,3574,Mozail,,
3774,Bombay,,,CREATED,,FALSE,3574,Mozail,3451,Bombay
3787,"Kirpal's flat",,,FALSE,,FALSE,3574,Mozail,,
3797,"Fort Area",,,MAYBE,,,3574,Mozail,,
3800,"Public tap in front of Tarlochan's building",,,CREATED,,FALSE,3574,Mozail,3721,"Advani Chambers"
3826,"Titwal Sector",,,TRUE,,,3716,"The Last Salute",,
3830,"Camp hospital",,,FALSE,,,3231,"The Return",3363,"Mughalpura, Lahore"
3831,"Mughalpura railway station",,,TRUE,,,3231,"The Return",3363,"Mughalpura, Lahore"
3882,Punjab,,,TRUE,,TRUE,3180,"The Woman in the Red Raincoat",3448,Punjab
3886,Field,,,TRUE,,,3231,"The Return",,
3906,Kashmir,Muslim,,TRUE,,,3716,"The Last Salute",,
3908,Pakistan,Muslim,,TRUE,,,3716,"The Last Salute",,
3909,Junagarh,Muslim,,TRUE,,,3716,"The Last Salute",,
3911,Hyderabad,Muslim,,TRUE,,,3716,"The Last Salute",,
3913,"6/9 Jat Regiment",Unaffiliated,,MAYBE,,,3716,"The Last Salute",,
3914,Punjab,Sikh|Muslim|Hindu,,TRUE,,,3716,"The Last Salute",,
